ID_long,h_type,room_cnt_os.x,p01_plc_2,p02_plc_2,p03_plc_2,p04_plc_2,p05_plc_2,p06_plc_2,p07_plc_2,p08_plc_2,p09_plc_2,p010_plc_2,p011_plc_2,p012_plc_2,p01_plcrec_2,p02_plcrec_2,p03_plcrec_2,p04_plcrec_2,p05_plcrec_2,p06_plcrec_2,p07_plcrec_2,p08_plcrec_2,p09_plcrec_2,p010_plcrec_2,p011_plcrec_2,p012_plcrec_2,p01_rel_2,p02_rel_2,p03_rel_2,p04_rel_2,p05_rel_2,p06_rel_2,p07_rel_2,p08_rel_2,p09_rel_2,p010_rel_2,p011_rel_2,p012_rel_2,p01_age,p02_age,p03_age,p04_age,p05_age,p06_age,p07_age,p08_age,p09_age,p010_age,p011_age,p012_age,fam_size2,race2,pr_hh,pr_pop_hh,no_year_site2,no_year_city2,rent_os_grss,ann_inc_sum,rent_ut,hh_brdn_rent,hh_brdn_rent_ut,room_cnt_os,ovrcrwd,ovr_grp
3105082501-60956-001_3105082501-60956-002,Apartment,2,Poland,Poland,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,NA,NA,747.76,3796,849.76,19.69863014,22.38566913,2,1,1.00 or less
3105082501-60956-003_3105082501-60956-004,Apartment,4,USA,Greece,Greece,USA,USA,NA,NA,NA,NA,NA,,,USA,Europe,Europe,USA,USA,NA,NA,NA,NA,NA,NA,NA,Son,M,H,Brother,Sister,NA,NA,NA,NA,NA,NA,NA,24,NA,65,6,4,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,24,24,358.8,5720,718.8,6.272727273,12.56643357,4,1.25,1.01 to 1.50
3105082501-60956-005_3105082501-60956-006,Apartment,4,Scotland,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,Europe,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,Head,Daughter,Daughter,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,57,20,19,22,15,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,20,25,396.6,6812,564.6,5.822078685,8.288314739,4,1.25,1.01 to 1.50
3105082501-60956-007_3105082501-60956-008,Apartment,4,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,20,29,372.6,2288,444.6,16.28496503,19.43181818,4,0.25,1.00 or less
3105082501-60956-009_3105082501-60956-010,Apartment,4,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,28,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,23,60,358.8,4420,694.8,8.117647059,15.71945701,4,0.75,1.00 or less
3105082501-60956-011_3105082501-60956-012,Apartment,4,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Husband,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,57,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,47,47,372.6,11076,492.6,3.364030336,4.447453954,4,0.75,1.00 or less
3105082501-60956-013_3105082501-60956-014,Apartment,4,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Son,M,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,34,NA,369,NA,525,NA,NA,4,0.5,1.00 or less
3105082501-60956-015_3105082501-60956-016,Apartment,4.5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,53,46,21,20,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,20,53,358.8,8022.04,358.8,4.472677773,4.472677773,4.5,0.888888889,1.00 or less
3105082501-60956-017_3105082501-60956-018,Apartment,5,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Son,Son,NA,NA,NA,NA,NA,NA,32,26,6,5,4,3,NA,NA,NA,NA,NA,NA,6,White,0,0,4,31,380.88,NA,380.88,NA,NA,5,1.2,1.01 to 1.50
3105086719-60957-001_3105086719-60957-002,NA,4,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,41,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,NA,46,276,6000,696,4.6,11.6,4,0.75,1.00 or less
3105086719-60957-003_3105086719-60957-004,NA,4,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,4,60,276,5200,396,5.307692308,7.615384615,4,0.5,1.00 or less
3105086719-60957-005_3105086719-60957-006,Apartment,4,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,31,27,10,8,6,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,5,31,331.2,3640,463.2,9.098901099,12.72527473,4,1.25,1.01 to 1.50
3105086719-60957-007_3105086719-60957-008,NA,4,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,10,37,331.2,3900,427.2,8.492307692,10.95384615,4,0.5,1.00 or less
3105086719-60957-009_3105086719-60957-010,Apartment,4,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79,72,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,15,32,286.32,720,380.52,39.76666667,52.85,4,0.5,1.00 or less
3105086719-60957-011_3105086719-60957-012,Apartment,4,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,22,61,345,3224,549,10.70099256,17.02853598,4,0.75,1.00 or less
3105086719-60957-013_3105086719-60957-014,NA,6,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,44,34,2,9,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,44,44,NA,2600,NA,NA,NA,6,0.666666667,1.00 or less
3105086719-60957-015_3105086719-60957-016,NA,NA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,44,34,2,9,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,0,44,44,NA,2600,NA,NA,NA,NA,NA,NA
3105086719-60957-017_3105086719-60957-018,Apartment,NA,Ireland,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mother,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54,31,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,1.5,34,345,3640,441,9.478021978,12.11538462,NA,NA,NA
3105086719-60957-019_3105086719-60957-020,Apartment,4,Ireland,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,30,51,285.6,498,333.6,57.34939759,66.98795181,4,0.25,1.00 or less
3105086719-60957-021_3105086719-60957-022,Apartment,3,Greece,Greece,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,276,540,276,51.11111111,51.11111111,3,0.666666667,1.00 or less
3105086719-60957-023_3105086719-60957-024,Apartment,4,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,33,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,2,32,276,NA,276,NA,NA,4,0.75,1.00 or less
3105154754-60958-001_3105154754-60958-002,NA,6,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,6,6,317.4,3796,557.4,8.361433087,14.68387777,6,0.5,1.00 or less
3105154754-60958-003_3105154754-60958-004,Apartment,6,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,16,33,345,2839.2,345,12.15131023,12.15131023,6,0.166666667,1.00 or less
3105154754-60958-005_3105154754-60958-006,Apartment,6,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,44,34,2,9,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,44,44,317.76,2600,437.76,12.22153846,16.83692308,6,0.666666667,1.00 or less
3105154754-60958-007_3105154754-60958-008,Apartment,6,Italy,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,19,37,317.4,6240,377.4,5.086538462,6.048076923,6,0.333333333,1.00 or less
3105154754-60958-009_3105154754-60958-010,Apartment,6,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,25,23,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,7,48,312.6,NA,912.6,NA,NA,6,0.5,1.00 or less
3105154754-60958-011_3105154754-60958-012,Apartment,6,USA,USA,USA,USA,USA,USA,USA,NA,NA,NA,,,USA,USA,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,H,Wife,Son,Son,Son,Daughter,Daughter,NA,NA,NA,NA,NA,59,53,22,17,14,26,19,NA,NA,NA,NA,NA,7,White,0,0,NA,NA,NA,3380,NA,NA,NA,6,1.166666667,1.01 to 1.50
3105154754-60958-013_3105154754-60958-014,Apartment,6,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,33,28,6,2,1,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,20,33,276,7200,756,3.833333333,10.5,6,0.833333333,1.00 or less
3105154754-60958-015_3105154754-60958-016,Apartment,5,Germany,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,Europe,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,53,60,28,19,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,15,35,312,NA,444,NA,NA,5,0.8,1.00 or less
3105154754-60958-017_3105154754-60958-018,Apartment,6.5,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,21,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,10,20,780,1040,780,75,75,6.5,0.461538462,1.00 or less
3105154754-60958-019_3105154754-60958-020,Apartment,6,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,Son,NA,NA,NA,NA,NA,NA,NA,NA,65,61,44,41,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,13,38,276,5018,756,5.500199283,15.06576325,6,0.666666667,1.00 or less
3105154754-60958-021_3105154754-60958-022,Apartment,6,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,Wife,Head,Son in Law,Daughter,Grand Daughter,NA,NA,NA,NA,NA,NA,NA,46,52,22,22,2,NA,NA,NA,NA,NA,NA,NA,5,White,0,0,18,46,345,6656,705,5.183293269,10.59194712,6,0.833333333,1.00 or less
3105160556-60959-001_3105160556-60959-002,Apartment,3,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,3,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,16,40,617.4,2860,689.4,21.58741259,24.1048951,3,1,1.00 or less
3105160556-60959-003_3105160556-60959-004,Apartment,3,PR,PR,USA,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Sister,NA,NA,NA,NA,NA,NA,NA,NA,23,23,1,19,NA,NA,NA,NA,NA,NA,NA,NA,4,White,1,4,2,4,723.84,2860,795.84,25.30909091,27.82657343,3,1.333333333,1.01 to 1.50
3105160556-60959-005_3105160556-60959-006,Apartment,2.5,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Sister,Brother,NA,NA,NA,NA,NA,NA,NA,NA,NA,40,43,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,6,8,718.44,4940,808.44,14.54331984,16.36518219,2.5,1.2,1.01 to 1.50
3105160556-60959-007_3105160556-60959-008,NA,3.5,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Puerto Rican,1,1,NA,NA,696,3900,840,17.84615385,21.53846154,3.5,0.285714286,1.00 or less
3105160556-60959-009_3105160556-60959-010,Apartment,3,DR,PR,PR,NA,NA,NA,NA,NA,NA,NA,,,Caribbean,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Brother in Law,NA,NA,NA,NA,NA,NA,NA,NA,NA,34,23,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,2,7,724.44,5616,796.44,12.89957265,14.18162393,3,1,1.00 or less
3105160556-60959-011_3105160556-60959-012,Apartment,3.5,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,,,USA,USA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Daughter,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,47,41,15,11,NA,NA,NA,NA,NA,NA,NA,NA,4,White,0,0,11,40,621,5720,717,10.85664336,12.53496503,3.5,1.142857143,1.01 to 1.50
3105160556-60959-013_3105160556-60959-014,NA,3,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,USA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,Daughter,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,1,5,NA,NA,712.2,NA,712.2,NA,NA,3,1.666666667,1.51 or more
3105160556-60959-015_3105160556-60959-016,Apartment,3.5,Sweden,Ireland,USA,NA,NA,NA,NA,NA,NA,NA,,,NA,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,55,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,White,0,0,4,31,741.72,3900,741.72,19.01846154,19.01846154,3.5,0.857142857,1.00 or less
3105160556-60959-017_3105160556-60959-018,Apartment,4,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,2,8,712.2,NA,772.2,NA,NA,4,0.75,1.00 or less
3105160556-60959-019_3105160556-60959-020,Apartment,3,PR,USA,PR,NA,NA,NA,NA,NA,NA,NA,,,PR,USA,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Daughter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,12,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,2.5,10,588,2860,732,20.55944056,25.59440559,3,1,1.00 or less
3105160556-60959-021_3105160556-60959-022,Apartment,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,NA,NA,600,NA,600,NA,NA,3,0.333333333,1.00 or less
3105160556-60959-023_3105160556-60959-024,Apartment,3,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Friend,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,16,46,593.4,6500,593.4,9.129230769,9.129230769,3,0.666666667,1.00 or less
3105160556-60959-025_3105160556-60959-026,Apartment,3.5,Hungary,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,18,37,579.6,6500,663.6,8.916923077,10.20923077,3.5,0.571428571,1.00 or less
3105160556-60959-027_3105160556-60959-028,NA,4,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59,32,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,Puerto Rican,1,3,4,24,NA,1560,NA,NA,NA,4,0.75,1.00 or less
3105160556-60959-029_3105160556-60959-030,NA,NA,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3105160556-60959-031_3105160556-60959-032,NA,3,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Puerto Rican mix,1,1,16,22,496.8,2600,496.8,19.10769231,19.10769231,3,0.333333333,1.00 or less
3105160556-60959-033_3105160556-60959-034,Apartment,3.5,Italy,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,16,31,607.2,3380,703.2,17.96449704,20.80473373,3.5,0.571428571,1.00 or less
3105164959-60960-001_3105164959-60960-002,Apartment,3,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,Puerto Rican,1,2,NA,3,714.6,2288,762.6,31.23251748,33.33041958,3,0.666666667,1.00 or less
3105164959-60960-003_3105164959-60960-004,Apartment,1.5,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,8,NA,455.4,3900,599.4,11.67692308,15.36923077,1.5,0.666666667,1.00 or less
3105164959-60960-005_3105164959-60960-006,Apartment,3,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,PR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Puerto Rican,1,1,2,17,710.4,1820,806.4,39.03296703,44.30769231,3,0.333333333,1.00 or less
3105164959-60960-007_3105164959-60960-008,Apartment,2.5,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,16,23,483,2392,543,20.19230769,22.7006689,2.5,0.4,1.00 or less
3105164959-60960-009_3105164959-60960-010,Apartment,3,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,Wife,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,White,0,0,14,25,492,3500,552,14.05714286,15.77142857,3,0.666666667,1.00 or less
3105164959-60960-011_3105164959-60960-012,Apartment,3,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,0,10,20,496.8,NA,616.8,NA,NA,3,0.333333333,1.00 or less
3105164959-60960-013_3105164959-60960-014,Apartment,2.5,PR,PR,PR,USA,PR,NA,NA,NA,NA,NA,,,PR,PR,PR,USA,PR,NA,NA,NA,NA,NA,NA,NA,H,Daughter,Son,Son,Son,NA,NA,NA,NA,NA,NA,NA,41,18,17,13,7,NA,NA,NA,NA,NA,NA,NA,5,Puerto Rican,1,5,6,6,552,3120,648,17.69230769,20.76923077,2.5,2,1.51 or more
3105164959-60960-015_3105164959-60960-016,Apartment,2.5,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,H,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,15,60,496.8,3120,592.8,15.92307692,19,2.5,0.4,1.00 or less
3105164959-60960-017_3105164959-60960-018,Apartment,2.5,Hungary,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,6,10,516,2600,612,19.84615385,23.53846154,2.5,0.4,1.00 or less
3105164959-60960-019_3105164959-60960-020,Apartment,3.5,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,,,PR,PR,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Husband,Wife,Son,NA,NA,NA,NA,NA,NA,NA,NA,NA,29,29,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,1,3,5,10,480,5200,480,9.230769231,9.230769231,3.5,0.857142857,1.00 or less
3105164959-60960-021_3105164959-60960-022,Apartment,2,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,,,PR,PR,PR,PR,NA,NA,NA,NA,NA,NA,NA,NA,H,Brother,Brother,M,NA,NA,NA,NA,NA,NA,NA,NA,28,24,26,50,NA,NA,NA,NA,NA,NA,NA,NA,4,Puerto Rican,1,4,0.5,1,660,4264,714,15.47842402,16.74484053,2,2,1.51 or more
3105164959-60960-023_3105164959-60960-024,Apartment,1.5,Russia,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,Europe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,7,50,468,1657.2,516,28.2404055,31.13685735,1.5,0.666666667,1.00 or less
3105164959-60960-025_3105164959-60960-026,Apartment,1.5,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,USA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Head,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,White,0,0,8,62,456,2600,576,17.53846154,22.15384615,1.5,0.666666667,1.00 or less
