,ID_long,area_des,area_des_recoded,same_area_recoded
431,3195236545-60983-013_3195236545-60983-014,Manhattan,Manhattan,
432,3195236545-60983-015_3195236545-60983-016,Manhattan,Manhattan,
433,3195236545-60983-017_3195236545-60983-018,,,
434,3195236545-60983-019_3195236545-60983-020,Manhattan,Manhattan,
435,3195236545-60983-021_3195236545-60983-022,,,
436,3195236545-60983-023_3195236545-60983-024,Manhattan,Manhattan,
437,3195236545-60983-025_3195236545-60983-026,Manhattan,Manhattan,
438,3195263566-61020-001_3195263566-61020-002,,,
439,3195263566-61020-003_3195263566-61020-004,,,
440,3195263566-61020-005_3195263566-61020-006,,,
441,3195263566-61020-007_3195263566-61020-008,,,
442,3195263566-61020-009_3195263566-61020-010,,,
443,3195263566-61020-011_3195263566-61020-012,,,
444,3195263566-61020-013_3195263566-61020-014,,,
445,3195263566-61020-015_3195263566-61020-016,Manhattan,Manhattan,
446,3195263566-61020-017_3195263566-61020-018,,,
447,3195263566-61020-019_3195263566-61020-020,,,
448,3195263566-61020-021_3195263566-61020-022,,,
449,3195263566-61020-023_3195263566-61020-024,,,
450,3195263566-61020-025_3195263566-61020-026,,,
451,3195263566-61020-027_3195263566-61020-028,,,
452,3195263566-61020-029_3195263566-61020-030,,,
453,3195263566-61020-031_3195263566-61020-032,,,
454,3195263566-61020-033_3195263566-61020-034,,,
455,3195263566-61020-035_3195263566-61020-036,,,
456,3195275806-61021-001_3195275806-61021-002,,,
457,3195275806-61021-003_3195275806-61021-004,,,
458,3195275806-61021-005_3195275806-61021-006,,,
459,3195275806-61021-007_3195275806-61021-008,,,
460,3195275806-61021-009_3195275806-61021-010,,,
461,3195275806-61021-011_3195275806-61021-012,,,
462,3195275806-61021-013_3195275806-61021-014,,,
463,3195275806-61021-015_3195275806-61021-016,,,
464,3195275806-61021-017_3195275806-61021-018,,,
465,3195275806-61021-019_3195275806-61021-020,,,
466,3195275806-61021-021_3195275806-61021-022,,,
467,3195275806-61021-023_3195275806-61021-024,,,
468,3195276858-61051-001_3195276858-61051-002,,,
469,3195276858-61051-003_3195276858-61051-004,,,
470,3195276858-61051-005_3195276858-61051-006,,,
471,3195276858-61051-007_3195276858-61051-008,Manhattan,Manhattan,
472,3195276858-61051-009_3195276858-61051-010,,,
473,3195276858-61051-011_3195276858-61051-012,Manhattan,Manhattan,
474,3195276858-61051-013_3195276858-61051-014,Anywhere,Any,
475,3195276858-61051-015_3195276858-61051-016,,,
476,3195364380-61052-001_3195364380-61052-002,,,
477,3195364380-61052-003_3195364380-61052-004,,,
478,3195364380-61052-005_3195364380-61052-006,,,
479,3195364380-61052-007_3195364380-61052-008,,,
480,3195364380-61052-009_3195364380-61052-010,,,
481,3195364380-61052-011_3195364380-61052-012,,,
482,3195364380-61052-013_3195364380-61052-014,,,
483,3195364380-61052-015_3195364380-61052-016,,,
484,3195364380-61052-017_3195364380-61052-018,Anywhere,Any,
485,3195364380-61052-019_3195364380-61052-020,,,
486,3195364380-61052-021_3195364380-61052-022,Long Island,Long Island,
487,3195364380-61052-023_3195364380-61052-024,,,
488,3195364380-61052-025_3195364380-61052-026,,,
489,3195364380-61052-027_3195364380-61052-028,,,
490,3195364380-61052-029_3195364380-61052-030,,,
491,3195364380-61052-031_3195364380-61052-032,,,
492,3195364380-61052-033_3195364380-61052-034,,,
493,3195364380-61052-035_3195364380-61052-036,Anywhere,Any,
494,3195364380-61052-037_3195364380-61052-038,,,
495,3195364380-61052-039_3195364380-61052-040,,,
496,3195364380-61052-041_3195364380-61052-042,,,
497,3195364380-61052-043_3195364380-61052-044,,,
498,3195364380-61052-045_3195364380-61052-046,,,
499,3195364380-61052-047_3195364380-61052-048,Bronx or Manhattan,"Bronx, Manhattan",
500,3195364380-61052-049_3195364380-61052-050,,,
501,3195364380-61052-051_3195364380-61052-052,,,
502,3195364380-61052-053_3195364380-61052-054,,,
503,3195364380-61052-055_3195364380-61052-056,,,
504,3195368322-61081-001_3195368322-61081-002,Manhattan,Manhattan,
505,3195368322-61081-003_3195368322-61081-004,,,
506,3195368322-61081-005_3195368322-61081-006,,,
507,3195368322-61081-007_3195368322-61081-008,,,
508,3195368322-61081-009_3195368322-61081-010,Manhattan,Manhattan,
509,3195368322-61081-011_3195368322-61081-012,,,
510,3195368322-61081-013_3195368322-61081-014,Manhattan,Manhattan,
511,3195368322-61081-015_3195368322-61081-016,,,
512,3195368322-61081-017_3195368322-61081-018,Manhattan,Manhattan,
513,3195368322-61081-019_3195368322-61081-020,Bronx,Bronx,
514,3195373134-61082-001_3195373134-61082-002,Manhattan,Manhattan,
515,3195373134-61082-003_3195373134-61082-004,,,
516,3195373134-61082-005_3195373134-61082-006,,,
517,3195373134-61082-007_3195373134-61082-008,,,
518,3195373134-61082-009_3195373134-61082-010,Manhattan,Manhattan,
519,3195373134-61082-011_3195373134-61082-012,Manhattan,Manhattan,
520,3195373134-61082-013_3195373134-61082-014,,,
521,3195373134-61082-015_3195373134-61082-016,,,
522,3195373134-61082-017_3195373134-61082-018,,,
523,3195373134-61082-019_3195373134-61082-020,,,
524,3195373134-61082-021_3195373134-61082-022,,,
525,3195374663-61114-001_3195374663-61114-002,,,
526,3195374663-61114-003_3195374663-61114-004,Manhattan,Manhattan,
527,3195374663-61114-007_3195374663-61114-008,,,
528,3195374663-61114-009_3195374663-61114-010,,,
529,3195374663-61114-011_3195374663-61114-012,,,
530,3195374663-61114-013_3195374663-61114-014,Manhattan,Manhattan,
531,3195374663-61114-015_3195374663-61114-016,,,
532,3195374663-61114-017_3195374663-61114-018,Manhattan,Manhattan,
533,3195374663-61114-019_3195374663-61114-020,,,
534,3195374663-61114-021_3195374663-61114-022,,,
535,3195374663-61114-023_3195374663-61114-024,Manhattan,Manhattan,
536,3262897985-60984-001_3262897985-60984-002,Manhattan,Manhattan,
537,3262897985-60984-003_3262897985-60984-004,Manhattan,Manhattan,
538,3262897985-60984-005_3262897985-60984-006,Manhattan east,Manhattan,
539,3262897985-60984-007_3262897985-60984-008,,,
540,3262897985-60984-009_3262897985-60984-010,Manhattan,Manhattan,
541,3262897985-60984-011_3262897985-60984-012,Bronx,Bronx,
542,3262897985-60984-013_3262897985-60984-014,Manhattan,Manhattan,
543,3262897985-60984-015_3262897985-60984-016,,,
544,3262897985-60984-017_3262897985-60984-018,Manhattan,Manhattan,
545,3262897985-60984-019_3262897985-60984-020,,,
546,3262897985-60984-021_3262897985-60984-022,Manhattan,Manhattan,
547,3262901080-60985-001_3262901080-60985-002,Manhattan,Manhattan,
548,3262901080-60985-003_3262901080-60985-004,,,
549,3262901080-60985-005_3262901080-60985-006,Manhattan,Manhattan,
550,3262901080-60985-007_3262901080-60985-008,,,
551,3262901080-60985-009_3262901080-60985-010,Manhattan,Manhattan,
552,3262901080-60985-011_3262901080-60985-012,New Jersey,New Jersey,
553,3262901080-60985-013_3262901080-60985-014,,,
554,3262901080-60985-015_3262901080-60985-016,,,
555,3262901080-60985-017_3262901080-60985-018,,,
556,3262901080-60985-019_3262901080-60985-020,Manhattan,Manhattan,
557,3262901080-60985-021_3262901080-60985-022,"Manhattan, bronx ","Bronx, Manhattan",
558,3262901080-60985-023_3262901080-60985-024,Manhattan,Manhattan,
559,3262901080-60985-025_3262901080-60985-026,,,
560,3262901080-60985-027_3262901080-60985-028,,,
561,3262901080-60985-029_3262901080-60985-030,Manhattan,Manhattan,
562,3262901378-60986-001_3262901378-60986-002,,,
563,3262901378-60986-003_3262901378-60986-004,,,
564,3262901378-60986-005_3262901378-60986-006,,,
565,3262901378-60986-007_3262901378-60986-008,Manhattan,Manhattan,
566,3262901378-60986-009_3262901378-60986-010,,,
567,3262901378-60986-011_3262901378-60986-012,,,
568,3262901378-60986-013_3262901378-60986-014,,,
569,3262901378-60986-015_3262901378-60986-016,Manhattan,Manhattan,
570,3262901378-60986-017_3262901378-60986-018,Manhattan,Manhattan,
571,3262901378-60986-019_3262901378-60986-020,Manhattan,Manhattan,
572,3262901378-60986-021_3262901378-60986-022,Manhattan,Manhattan,
573,3262901378-60986-023_3262901378-60986-024,L.I,Long Island,
574,3262901378-60986-025_3262901378-60986-026,,,
575,3262901378-60986-027_3262901378-60986-028,,,
576,3262901378-60986-029_3262901378-60986-030,,,
577,3262901378-60986-031_3262901378-60986-032,Manhattan,Manhattan,
578,3262901700-60987-001_3262901700-60987-002,,,
579,3262901700-60987-003_3262901700-60987-004,,,
580,3262901700-60987-005_3262901700-60987-006,,,
581,3262901700-60987-007_3262901700-60987-008,,,
582,3262901700-60987-009_3262901700-60987-010,,,
583,3262901700-60987-011_3262901700-60987-012,,,
584,3262901700-60987-013_3262901700-60987-014,,,
585,3262901700-60987-015_3262901700-60987-016,Manhattan,Manhattan,
586,3262901700-60987-017_3262901700-60987-018,Manhattan,Manhattan,
587,3262901700-60987-019_3262901700-60987-020,Manhattan,Manhattan,
588,3262901700-60987-021_3262901700-60987-022,,,
589,3262901700-60987-023_3262901700-60987-024,Other area,Other,
590,3262901700-60987-025_3262901700-60987-026,Manhattan,Manhattan,
591,3262901700-60987-027_3262901700-60987-028,,,
592,3262901700-60987-029_3262901700-60987-030,,,
593,3262901700-60987-031_3262901700-60987-032,,,
594,3262901700-60987-033_3262901700-60987-034,Manhattan,Manhattan,
595,3262901700-60987-035_3262901700-60987-036,Any,Any,
596,3262902027-60988-001_3262902027-60988-002,Manhattan,Manhattan,
597,3262902027-60988-003_3262902027-60988-004,,,
598,3262902027-60988-005_3262902027-60988-006,,,
599,3262902027-60988-007_3262902027-60988-008,Long Island or Upper Manhattan,"Long Island, Manhattan",
600,3262902027-60988-009_3262902027-60988-010,,,
601,3262902027-60988-011_3262902027-60988-012,Manhattan,Manhattan,
602,3262902027-60988-013_3262902027-60988-014,Same Area,Manhattan,1.0
603,3262902027-60988-015_3262902027-60988-016,Manhattan,Manhattan,
604,3262902027-60988-017_3262902027-60988-018,Manhattan,Manhattan,
605,3262902027-60988-019_3262902027-60988-020,,,
606,3262902338-60989-001_3262902338-60989-002,,,
607,3262902338-60989-003_3262902338-60989-004,Manhattan,Manhattan,
608,3262902338-60989-005_3262902338-60989-006,Manhattan,Manhattan,
609,3262902338-60989-007_3262902338-60989-008,,,
610,3262902338-60989-009_3262902338-60989-010,westside,Manhattan,1.0
611,3262902338-60989-011_3262902338-60989-012,Manhattan,Manhattan,
612,3262902338-60989-013_3262902338-60989-014,Manhattan,Manhattan,
613,3262902338-60989-015_3262902338-60989-016,,,
614,3262902338-60989-017_3262902338-60989-018,any,Any,
615,3262902338-60989-019_3262902338-60989-020,,,
616,3262902338-60989-021_3262902338-60989-022,Manhattan,Manhattan,
617,3262902338-60989-023_3262902338-60989-024,,,
618,3262902338-60989-025_3262902338-60989-026,,,
619,3262902338-60989-027_3262902338-60989-028,Manhattan,Manhattan,
620,3262902338-60989-029_3262902338-60989-030,Long Island,Long Island,
621,3262902617-60990-001_3262902617-60990-002,,,
622,3262902617-60990-003_3262902617-60990-004,"Manhattan, bronx ","Bronx, Manhattan",
623,3262902617-60990-005_3262902617-60990-006,Manhattan,Manhattan,
624,3262902617-60990-007_3262902617-60990-008,Manhattan,Manhattan,
625,3262902617-60990-009_3262902617-60990-010,Manhattan,Manhattan,
626,3262902617-60990-011_3262902617-60990-012,,,
627,3262902617-60990-013_3262902617-60990-014,Manhattan,Manhattan,
628,3262902617-60990-015_3262902617-60990-016,,,
629,3262902617-60990-017_3262902617-60990-018,,,
630,3262902617-60990-019_3262902617-60990-020,Manhattan,Manhattan,
631,3262902617-60990-021_3262902617-60990-022,Manhattan,Manhattan,
632,3262902861-60991-001_3262902861-60991-002,queens,Queens,
633,3262902861-60991-003_3262902861-60991-004,,,
634,3262902861-60991-005_3262902861-60991-006,Manhattan,Manhattan,
635,3262902861-60991-007_3262902861-60991-008,,,
636,3262902861-60991-009_3262902861-60991-010,,,
637,3262902861-60991-011_3262902861-60991-012,,,
638,3262902861-60991-013_3262902861-60991-014,,,
639,3262902861-60991-015_3262902861-60991-016,,,
640,3262902861-60991-017_3262902861-60991-018,,,
641,3262902861-60991-019_3262902861-60991-020,L.I,Long Island,
642,3262902861-60991-021_3262902861-60991-022,Manhattan,Manhattan,
643,3262902861-60991-023_3262902861-60991-024,bronx,Bronx,
644,3262902861-60991-025_3262902861-60991-026,,,
645,3262905290-60992-001_3262905290-60992-002,,,
646,3262905290-60992-003_3262905290-60992-004,,,
647,3262905290-60992-005_3262905290-60992-006,Manhattan,Manhattan,
648,3262905290-60992-007_3262905290-60992-008,,,
649,3262905290-60992-009_3262905290-60992-010,,,
650,3262905290-60992-011_3262905290-60992-012,,,
651,3262905290-60992-013_3262905290-60992-014,Manhattan,Manhattan,
652,3262905290-60992-015_3262905290-60992-016,,,
653,3262905290-60992-017_3262905290-60992-018,Manhattan,Manhattan,
654,3262905290-60992-019_3262905290-60992-020,Any,Any,
655,3262905290-60992-021_3262905290-60992-022,,,
656,3262905290-60992-023_3262905290-60992-024,Manhattan,Manhattan,
657,3262905290-60992-025_3262905290-60992-026,Manhattan,Manhattan,
658,3262905290-60992-027_3262905290-60992-028,,,
659,3262905290-60992-029_3262905290-60992-030,Manhattan,Manhattan,
660,3262905290-60992-031_3262905290-60992-032,,,
661,3262905290-60992-033_3262905290-60992-034,Manhattan,Manhattan,
662,3262905290-60992-035_3262905290-60992-036,,,
663,3262905290-60992-037_3262905290-60992-038,,,
664,3262905511-60993-001_3262905511-60993-002,Same Vecinity,Manhattan,1.0
665,3262905511-60993-003_3262905511-60993-004,,,
666,3262905511-60993-005_3262905511-60993-006,,,
667,3262905511-60993-007_3262905511-60993-008,"Astoria, L.I.","Long Island, Queens",
668,3262905663-60994-001_3262905663-60994-002,,,
669,3262905663-60994-003_3262905663-60994-004,,,
670,3262905663-60994-005_3262905663-60994-006,Manhattan - Neighborhood,Manhattan,1.0
671,3262905663-60994-007_3262905663-60994-008,Manhattan - Neighborhood,Manhattan,1.0
672,3262905663-60994-009_3262905663-60994-010,Jersey,New Jersey,
673,3262905663-60994-011_3262905663-60994-012,Queens,Queens,
674,3262905663-60994-013_3262905663-60994-014,Manhattan,Manhattan,
675,3262905663-60994-015_3262905663-60994-016,Manhattan,Manhattan,
676,3262905663-60994-017_3262905663-60994-018,Manhattan,Manhattan,
677,3262906641-60995-001_3262906641-60995-002,Manhattan - Bronx,"Bronx, Manhattan",
678,3262906641-60995-003_3262906641-60995-004,Manhattan - Bronx,"Bronx, Manhattan",
679,3262906641-60995-005_3262906641-60995-006,,,
680,3262906641-60995-007_3262906641-60995-008,Manhattan,Manhattan,
681,3262906641-60995-009_3262906641-60995-010,,,
682,3262906641-60995-011_3262906641-60995-012,Manhattan,Manhattan,
683,3262906641-60995-013_3262906641-60995-014,Manhattan - Lower Manhattan,Manhattan,
684,3262906641-60995-015_3262906641-60995-016,New Jersey,New Jersey,
685,3262906930-60996-001_3262906930-60996-002,Queens or Manhattan,"Manhattan, Queens",
686,3262906930-60996-003_3262906930-60996-004,,,
687,3262906930-60996-005_3262906930-60996-006,Manhattan,Manhattan,
688,3262906930-60996-007_3262906930-60996-008,Manhattan - Neighborhood,Manhattan,1.0
689,3262906930-60996-009_3262906930-60996-010,Manhattan - Midtown,Manhattan,
690,3262906930-60996-011_3262906930-60996-012,Manhattan,Manhattan,
691,3262906930-60996-013_3262906930-60996-014,Long Island,Long Island,
692,3262906930-60996-015_3262906930-60996-016,Any,Any,
693,3262907180-60997-001_3262907180-60997-002,,,
694,3262907180-60997-003_3262907180-60997-004,,,
695,3262907180-60997-005_3262907180-60997-006,Manhattan,Manhattan,
696,3262907180-60997-007_3262907180-60997-008,Manhattan,Manhattan,
697,3262907180-60997-009_3262907180-60997-010,,,
698,3262907180-60997-011_3262907180-60997-012,Queens,Queens,
699,3262907180-60997-013_3262907180-60997-014,,,
700,3262907180-60997-015_3262907180-60997-016,,,
701,3262907343-60998-001_3262907343-60998-002,Manhattan,Manhattan,
702,3262907343-60998-003_3262907343-60998-004,Bronx,Bronx,
703,3262907343-60998-005_3262907343-60998-006,,,
704,3262907343-60998-007_3262907343-60998-008,Manhattan - Same,Manhattan,1.0
705,3262907343-60998-009_3262907343-60998-010,Queens,Queens,
706,3262907343-60998-011_3262907343-60998-012,,,
707,3262907343-60998-013_3262907343-60998-014,New Jersey,New Jersey,
708,3262907343-60998-015_3262907343-60998-016,,,
709,3262907343-60998-017_3262907343-60998-018,,,
710,3262908386-60999-001_3262908386-60999-002,Manhattan,Manhattan,
711,3262908386-60999-003_3262908386-60999-004,,,
712,3262908386-60999-005_3262908386-60999-006,,,
713,3262908386-60999-007_3262908386-60999-008,,,
714,3262908386-60999-009_3262908386-60999-010,Manhattan,Manhattan,
715,3262908386-60999-011_3262908386-60999-012,Manhattan,Manhattan,
716,3262908386-60999-013_3262908386-60999-014,,,
717,3262908386-60999-015_3262908386-60999-016,Manhattan,Manhattan,
718,3262908386-60999-017_3262908386-60999-018,"Brooklyn, Manhattan","Brooklyn, Manhattan",
719,3262908386-60999-019_3262908386-60999-020,Manhattan,Manhattan,
720,3262908556-60100-001_3262908556-60100-002,Manhattan,Manhattan,
721,3262908556-60100-003_3262908556-60100-004,,,
722,3262908556-60100-005_3262908556-60100-006,Bronx,Bronx,
723,3262908556-60100-007_3262908556-60100-008,Manhattan - Same,Manhattan,1.0
724,3262908556-60100-009_3262908556-60100-010,Manhattan - Midtown,Manhattan,
725,3262908556-60100-011_3262908556-60100-012,Manhattan,Manhattan,
726,3262908556-60100-013_3262908556-60100-014,Manhattan - West Side Uptown,Manhattan,1.0
727,3262908556-60100-015_3262908556-60100-016,Bronx,Bronx,
728,3262908556-60100-017_3262908556-60100-018,,,
729,3262908762-60101-001_3262908762-60101-002,,,
730,3262908762-60101-003_3262908762-60101-004,Manhattan,Manhattan,
731,3262908762-60101-005_3262908762-60101-006,,,
732,3262908762-60101-007_3262908762-60101-008,Manhattan - Neighborhood,Manhattan,1.0
733,3262908762-60101-009_3262908762-60101-010,Manhattan - Westside (23st to 80st),Manhattan,1.0
734,3262908762-60101-011_3262908762-60101-012,Manhattan,Manhattan,
735,3262908762-60101-013_3262908762-60101-014,Manhattan,Manhattan,
736,3262908762-60101-015_3262908762-60101-016,,,
737,3262908762-60101-017_3262908762-60101-018,Manhattan,Manhattan,
738,3262908762-60101-019_3262908762-60101-020,,,
739,3262908917-60102-001_3262908917-60102-002,,,
740,3262908917-60102-003_3262908917-60102-004,,,
741,3262911388-61003-001_3262911388-61003-002,,,
742,3262911388-61003-003_3262911388-61003-004,,,
743,3262911388-61003-005_3262911388-61003-006,Manhattan,Manhattan,
744,3262911388-61003-007_3262911388-61003-008,,,
745,3262911388-61003-009_3262911388-61003-010,anywhere,Any,
746,3262911388-61003-011_3262911388-61003-012,bronx,Bronx,
747,3262911388-61003-013_3262911388-61003-014,,,
748,3262911388-61003-015_3262911388-61003-016,Manhattan,Manhattan,
749,3262911388-61003-017_3262911388-61003-018,,,
750,3262911388-61003-019_3262911388-61003-020,,,
751,3262911388-61003-021_3262911388-61003-022,anywhere,Any,
752,3262911388-61003-023_3262911388-61003-024,Staten Island,Staten Island,
753,3262911388-61003-025_3262911388-61003-026,,,
754,3262911388-61003-027_3262911388-61003-028,,,
755,3262911388-61003-029_3262911388-61003-030,,,
756,3262911388-61003-031_3262911388-61003-032,,,
757,3262911615-61004-001_3262911615-61004-002,West Side Manhattan,Manhattan,1.0
758,3262911615-61004-003_3262911615-61004-004,,,
759,3262911615-61004-005_3262911615-61004-006,Anywhere,Any,
760,3262911615-61004-007_3262911615-61004-008,Brooklyn,Brooklyn,
761,3262911615-61004-009_3262911615-61004-010,,,
762,3262911615-61004-011_3262911615-61004-012,Anywhere or Manhattan,"Any, Manhattan",
763,3262911615-61004-013_3262911615-61004-014,,,
764,3262911615-61004-015_3262911615-61004-016,,,
765,3262911615-61004-017_3262911615-61004-018,,,
766,3262911615-61004-019_3262911615-61004-020,,,
767,3262911615-61004-021_3262911615-61004-022,,,
768,3262911615-61004-023_3262911615-61004-024,,,
769,3262911615-61004-025_3262911615-61004-026,26 St-49st Westside,Manhattan,1.0
770,3262911615-61004-027_3262911615-61004-028,,,
771,3262911615-61004-029_3262911615-61004-030,,,
772,3262911615-61004-031_3262911615-61004-032,,,
773,3262911615-61004-033_3262911615-61004-034,Anywhere,Any,
774,3262911615-61004-035_3262911615-61004-036,,,
775,3262911615-61004-037_3262911615-61004-038,,,
776,3262911615-61004-039_3262911615-61004-040,Manhattan,Manhattan,
777,3262911615-61004-041_3262911615-61004-042,Bronx,Bronx,
778,3262911615-61004-043_3262911615-61004-044,,,
779,3262911615-61004-045_3262911615-61004-046,,,
780,3262911615-61004-047_3262911615-61004-048,Manhattan,Manhattan,
781,3262911802-61005-001_3262911802-61005-002,,,
782,3262911802-61005-003_3262911802-61005-004,,,
783,3262911802-61005-005_3262911802-61005-006,Bronx,Bronx,
784,3262911802-61005-007_3262911802-61005-008,Manhattan - anywhere,Manhattan,
785,3262911802-61005-009_3262911802-61005-010,,,
786,3262911802-61005-011_3262911802-61005-012,,,
787,3262911802-61005-013_3262911802-61005-014,,,
788,3262912784-61006-001_3262912784-61006-002,Manhattan,Manhattan,
789,3262912784-61006-003_3262912784-61006-004,Manhattan - Mid,Manhattan,
790,3262912784-61006-005_3262912784-61006-006,Manhattan - Mid West Side,Manhattan,1.0
791,3262912784-61006-007_3262912784-61006-008,Manhattan Long Island,"Long Island, Manhattan",
792,3262912784-61006-009_3262912784-61006-010,Manhattan,Manhattan,
793,3262912784-61006-011_3262912784-61006-012,Manhattan - Neighborhood,Manhattan,1.0
794,3262912784-61006-013_3262912784-61006-014,,,
795,3262912784-61006-015_3262912784-61006-016,Manhattan,Manhattan,
796,3262912784-61006-017_3262912784-61006-018,Manhattan - Lower Man or Mid West,Manhattan,1.0
797,3262912784-61006-019_3262912784-61006-020,Long Island (Queens) Astoria,Queens,
798,3262913099-61007-001_3262913099-61007-002,Manhattan,Manhattan,
799,3262913099-61007-003_3262913099-61007-004,Manhattan,Manhattan,
800,3262913099-61007-005_3262913099-61007-006,Manhattan,Manhattan,
801,3262913099-61007-007_3262913099-61007-008,Bronx,Bronx,
802,3262913099-61007-009_3262913099-61007-010,Manhattan,Manhattan,
803,3262913099-61007-011_3262913099-61007-012,Manhattan,Manhattan,
804,3262913099-61007-013_3262913099-61007-014,Manhattan,Manhattan,
805,3262913099-61007-015_3262913099-61007-016,,,
806,3262913099-61007-017_3262913099-61007-018,Manhattan,Manhattan,
807,3262913099-61007-019_3262913099-61007-020,,,
808,3262913099-61007-021_3262913099-61007-022,,,
809,3262913528-61008-001_3262913528-61008-002,,,
810,3262913528-61008-003_3262913528-61008-004,,,
811,3262913528-61008-005_3262913528-61008-006,,,
812,3262913528-61008-007_3262913528-61008-008,,,
813,3262913528-61008-009_3262913528-61008-010,,,
814,3262913528-61008-011_3262913528-61008-012,,,
815,3262913528-61008-013_3262913528-61008-014,Manhattan,Manhattan,
816,3262913528-61008-015_3262913528-61008-016,Manhattan,Manhattan,
817,3262913528-61008-017_3262913528-61008-018,,,
818,3262913528-61008-019_3262913528-61008-020,Manhattan,Manhattan,
819,3262913528-61008-021_3262913528-61008-022,Manhattan,Manhattan,
820,3262913528-61008-023_3262913528-61008-024,,,
821,3262913528-61008-025_3262913528-61008-026,,,
822,3262913967-61009-001_3262913967-61009-002,Manhattan,Manhattan,
823,3262913967-61009-003_3262913967-61009-004,,,
824,3262913967-61009-005_3262913967-61009-006,manhattan,Manhattan,
825,3262913967-61009-007_3262913967-61009-008,"Queens, Manhattan","Manhattan, Queens",
826,3262913967-61009-009_3262913967-61009-010,,,
827,3262913967-61009-011_3262913967-61009-012,Manhattan,Manhattan,
828,3262913967-61009-013_3262913967-61009-014,Manhattan - same neighborhood,Manhattan,1.0
829,3262913967-61009-015_3262913967-61009-016,,,
830,3262913967-61009-017_3262913967-61009-018,Long Island (Queens),"Long Island, Queens",
831,3262913967-61009-019_3262913967-61009-020,Manhattan,Manhattan,
832,3262913967-61009-021_3262913967-61009-022,Manhattan,Manhattan,
833,3262914236-61010-001_3262914236-61010-002,,,
834,3262914236-61010-003_3262914236-61010-004,,,
835,3262914236-61010-005_3262914236-61010-006,,,
836,3262914236-61010-007_3262914236-61010-008,,,
837,3262914236-61010-009_3262914236-61010-010,,,
838,3262914236-61010-011_3262914236-61010-012,,,
839,3262914236-61010-013_3262914236-61010-014,,,
840,3262914236-61010-015_3262914236-61010-016,,,
841,3262914236-61010-017_3262914236-61010-018,,,
842,3262914236-61010-019_3262914236-61010-020,Manhattan,Manhattan,
843,3262914236-61010-021_3262914236-61010-022,,,
844,3262914236-61010-023_3262914236-61010-024,,,
845,3262914236-61010-025_3262914236-61010-026,,,
846,3262914236-61010-027_3262914236-61010-028,,,
847,3262914236-61010-029_3262914236-61010-030,,,
848,3262914236-61010-031_3262914236-61010-032,,,
849,3262914236-61010-033_3262914236-61010-034,,,
850,3262914380-61011-001_3262914380-61011-002,,,
851,3262914380-61011-003_3262914380-61011-004,,,
852,3262914572-61012-001_3262914572-61012-002,,,
853,3262914572-61012-003_3262914572-61012-004,,,
854,3262914572-61012-005_3262914572-61012-006,New Jersey,New Jersey,
855,3262914572-61012-007_3262914572-61012-008,,,
856,3262914572-61012-009_3262914572-61012-010,Manhattan; ground floor,Manhattan,
857,3262914572-61012-011_3262914572-61012-012,,,
858,3262914572-61012-013_3262914572-61012-014,Manhattan,Manhattan,
859,3262914572-61012-015_3262914572-61012-016,,,
860,3262914572-61012-017_3262914572-61012-018,,,
861,3262914572-61012-019_3262914572-61012-020,,,
862,3262914572-61012-021_3262914572-61012-022,,,
863,3262914572-61012-023_3262914572-61012-024,,,
864,3262914572-61012-025_3262914572-61012-026,,,
865,3262914572-61012-027_3262914572-61012-028,,,
866,3262914572-61012-029_3262914572-61012-030,,,
867,3262914740-61013-001_3262914740-61013-002,,,
868,3262914740-61013-003_3262914740-61013-004,,,
869,3262914740-61013-005_3262914740-61013-006,,,
870,3262914740-61013-007_3262914740-61013-008,,,
871,3262914927-61014-001_3262914927-61014-002,,,
872,3262921190-61016-001_3262921190-61016-002,,,
873,3262921422-61017-001_3262921422-61017-002,,,
874,3262921422-61017-003_3262921422-61017-004,,,
875,3262921422-61017-005_3262921422-61017-006,,,
876,3262921422-61017-007_3262921422-61017-008,,,
877,3262921422-61017-009_3262921422-61017-010,,,
878,3262921422-61017-011_3262921422-61017-012,,,
879,3262921422-61017-013_3262921422-61017-014,,,
880,3262921422-61017-015_3262921422-61017-016,Manhattan,Manhattan,
881,3262921422-61017-017_3262921422-61017-018,,,
882,3262921422-61017-019_3262921422-61017-020,,,
883,3262921422-61017-021_3262921422-61017-022,,,
884,3262921422-61017-023_3262921422-61017-024,,,
885,3262921422-61017-025_3262921422-61017-026,,,
886,3262921422-61017-027_3262921422-61017-028,,,
887,3262921422-61017-029_3262921422-61017-030,,,
888,3262921422-61017-031_3262921422-61017-032,,,
889,3262921422-61017-033_3262921422-61017-034,,,
890,3262921422-61017-035_3262921422-61017-036,,,
891,3262921606-61018-001_3262921606-61018-002,,,
892,3262921606-61018-003_3262921606-61018-004,,,
893,3262921606-61018-005_3262921606-61018-006,,,
894,3262921606-61018-007_3262921606-61018-008,,,
895,3262921606-61018-009_3262921606-61018-010,,,
896,3262921606-61018-011_3262921606-61018-012,Manhattan - similar area,Manhattan,1.0
897,3262921606-61018-013_3262921606-61018-014,,,
898,3262921606-61018-015_3262921606-61018-016,,,
899,3262921606-61018-017_3262921606-61018-018,,,
900,3262921606-61018-019_3262921606-61018-020,,,
901,3262921606-61023-001_3262921606-61023-002,,,
902,3262921606-61023-003_3262921606-61023-004,,,
903,3262921606-61023-005_3262921606-61023-006,,,
